clientReference,accountReference,effectiveDateTime
33283,333283,2015-03-05
33284,333284,2015-03-04
33285,333285,2015-03-03
33286,333286,2015-03-02
33287,333287,2015-03-01
33288,333288,2015-02-28
33289,333289,2015-02-27
33290,333290,2015-02-26
33291,333291,2015-02-25
33292,333292,2015-02-24
33293,333293,2015-02-23
33294,333294,2015-02-22
33295,333295,2015-02-21
33296,333296,2015-02-20
33297,333297,2015-02-19
33298,333298,2015-02-18
33299,333299,2015-02-17
33300,333300,2015-02-16
33301,333301,2015-02-15
33302,333302,2015-02-14
33303,333303,2015-02-13
33304,333304,2015-02-12
33305,333305,2015-02-11
33306,333306,2015-02-10
33307,333307,2015-02-09
33308,333308,2015-02-08
33309,333309,2015-02-07
33310,333310,2015-02-06
33311,333311,2015-02-05
33312,333312,2015-02-04
33313,333313,2015-02-03
33314,333314,2015-02-02
33315,333315,2015-02-01
33316,333316,2015-01-31
33317,333317,2015-01-30
33318,333318,2015-01-29
33319,333319,2015-01-28
33320,333320,2015-01-27
33321,333321,2015-01-26
33322,333322,2015-01-25
33323,333323,2015-01-24
33324,333324,2015-01-23
33325,333325,2015-01-22
33326,333326,2015-01-21
33327,333327,2015-01-20
33328,333328,2015-01-19
33329,333329,2015-01-18
33330,333330,2015-01-17
33331,333331,2015-01-16
33332,333332,2015-01-15
33333,333333,2015-01-14
33334,333334,2015-01-13
33335,333335,2015-01-12
33336,333336,2015-01-11
33337,333337,2015-01-10
33338,333338,2015-01-09
33339,333339,2015-01-08
33340,333340,2015-01-07
33341,333341,2015-01-06
33342,333342,2015-01-05
33343,333343,2015-01-04
33344,333344,2015-01-03
33345,333345,2015-01-02
33346,333346,2015-01-01
33347,333347,2014-12-31
33348,333348,2014-12-30
33349,333349,2014-12-29
33350,333350,2014-12-28
33351,333351,2014-12-27
33352,333352,2014-12-26
33353,333353,2014-12-25
33354,333354,2014-12-24
33355,333355,2014-12-23
33356,333356,2014-12-22
33357,333357,2014-12-21
33358,333358,2014-12-20
33359,333359,2014-12-19
33360,333360,2014-12-18
33361,333361,2014-12-17
33362,333362,2014-12-16
33363,333363,2014-12-15
33364,333364,2014-12-14
33365,333365,2014-12-13
33366,333366,2014-12-12
33367,333367,2014-12-11
33368,333368,2014-12-10
33369,333369,2014-12-09
33370,333370,2014-12-08
33371,333371,2014-12-07
33372,333372,2014-12-06
33373,333373,2014-12-05
33374,333374,2014-12-04
33375,333375,2014-12-03
33376,333376,2014-12-02
33377,333377,2014-12-01
33378,333378,2014-11-30
33379,333379,2014-11-29
33380,333380,2014-11-28
33381,333381,2014-11-27
33382,333382,2014-11-26
33383,333383,2014-11-25
33384,333384,2014-11-24
33385,333385,2014-11-23
33386,333386,2014-11-22
33387,333387,2014-11-21
33388,333388,2014-11-20
33389,333389,2014-11-19
33390,333390,2014-11-18
33391,333391,2014-11-17
33392,333392,2014-11-16
33393,333393,2014-11-15
33394,333394,2014-11-14
33395,333395,2014-11-13
33396,333396,2014-11-12
33397,333397,2014-11-11
33398,333398,2014-11-10
33399,333399,2014-11-09
33400,333400,2014-11-08
33401,333401,2014-11-07
33402,333402,2014-11-06
33403,333403,2014-11-05
33404,333404,2014-11-04
33405,333405,2014-11-03
33406,333406,2014-11-02
33407,333407,2014-11-01
33408,333408,2014-10-31
33409,333409,2014-10-30
33410,333410,2014-10-29
33411,333411,2014-10-28
33412,333412,2014-10-27
33413,333413,2014-10-26
33414,333414,2014-10-25
33415,333415,2014-10-24
33416,333416,2014-10-23
33417,333417,2014-10-22
33418,333418,2014-10-21
33419,333419,2014-10-20
33420,333420,2014-10-19
33421,333421,2014-10-18
33422,333422,2014-10-17
33423,333423,2014-10-16
33424,333424,2014-10-15
33425,333425,2014-10-14
33426,333426,2014-10-13
33427,333427,2014-10-12
33428,333428,2014-10-11
33429,333429,2014-10-10
33430,333430,2014-10-09
33431,333431,2014-10-08
33432,333432,2014-10-07
33433,333433,2014-10-06
33434,333434,2014-10-05
33435,333435,2014-10-04
33436,333436,2014-10-03
33437,333437,2014-10-02
33438,333438,2014-10-01
33439,333439,2014-09-30
33440,333440,2014-09-29
33441,333441,2014-09-28
33442,333442,2014-09-27
33443,333443,2014-09-26
33444,333444,2014-09-25
33445,333445,2014-09-24
33446,333446,2014-09-23
33447,333447,2014-09-22
33448,333448,2014-09-21
33449,333449,2014-09-20
33450,333450,2014-09-19
33451,333451,2014-09-18
33452,333452,2014-09-17
33453,333453,2014-09-16
33454,333454,2014-09-15
33455,333455,2014-09-14
33456,333456,2014-09-13
33457,333457,2014-09-12
33458,333458,2014-09-11
33459,333459,2014-09-10
33460,333460,2014-09-09
33461,333461,2014-09-08
33462,333462,2014-09-07
33463,333463,2014-09-06
33464,333464,2014-09-05
33465,333465,2014-09-04
33466,333466,2014-09-03
33467,333467,2014-09-02
33468,333468,2014-09-01
33469,333469,2014-08-31
33470,333470,2014-08-30
33471,333471,2014-08-29
33472,333472,2014-08-28
33473,333473,2014-08-27
33474,333474,2014-08-26
33475,333475,2014-08-25
33476,333476,2014-08-24
33477,333477,2014-08-23
33478,333478,2014-08-22
33479,333479,2014-08-21
33480,333480,2014-08-20
33481,333481,2014-08-19
33482,333482,2014-08-18
33483,333483,2014-08-17
33484,333484,2014-08-16
33485,333485,2014-08-15
33486,333486,2014-08-14
33487,333487,2014-08-13
33488,333488,2014-08-12
33489,333489,2014-08-11
33490,333490,2014-08-10
33491,333491,2014-08-09
33492,333492,2014-08-08
33493,333493,2014-08-07
33494,333494,2014-08-06
33495,333495,2014-08-05
33496,333496,2014-08-04
33497,333497,2014-08-03
33498,333498,2014-08-02
33499,333499,2014-08-01
33500,333500,2014-07-31
33501,333501,2014-07-30
33502,333502,2014-07-29
33503,333503,2014-07-28
33504,333504,2014-07-27
33505,333505,2014-07-26
33506,333506,2014-07-25
33507,333507,2014-07-24
33508,333508,2014-07-23
33509,333509,2014-07-22
33510,333510,2014-07-21
33511,333511,2014-07-20
33512,333512,2014-07-19
33513,333513,2014-07-18
33514,333514,2014-07-17
33515,333515,2014-07-16
33516,333516,2014-07-15
33517,333517,2014-07-14
33518,333518,2014-07-13
33519,333519,2014-07-12
33520,333520,2014-07-11
33521,333521,2014-07-10
33522,333522,2014-07-09
33523,333523,2014-07-08
33524,333524,2014-07-07
33525,333525,2014-07-06
33526,333526,2014-07-05
33527,333527,2014-07-04
33528,333528,2014-07-03
33529,333529,2014-07-02
33530,333530,2014-07-01
33531,333531,2014-06-30
33532,333532,2014-06-29
33533,333533,2014-06-28
33534,333534,2014-06-27
33535,333535,2014-06-26
33536,333536,2014-06-25
33537,333537,2014-06-24
33538,333538,2014-06-23
33539,333539,2014-06-22
33540,333540,2014-06-21
33541,333541,2014-06-20
33542,333542,2014-06-19
33543,333543,2014-06-18
33544,333544,2014-06-17
33545,333545,2014-06-16
33546,333546,2014-06-15
33547,333547,2014-06-14
33548,333548,2014-06-13
33549,333549,2014-06-12
33550,333550,2014-06-11
33551,333551,2014-06-10
33552,333552,2014-06-09
33553,333553,2014-06-08
33554,333554,2014-06-07
33555,333555,2014-06-06
33556,333556,2014-06-05
33557,333557,2014-06-04
33558,333558,2014-06-03
33559,333559,2014-06-02
33560,333560,2014-06-01
33561,333561,2014-05-31
33562,333562,2014-05-30
33563,333563,2014-05-29
33564,333564,2014-05-28
33565,333565,2014-05-27
33566,333566,2014-05-26
33567,333567,2014-05-25
33568,333568,2014-05-24
33569,333569,2014-05-23
33570,333570,2014-05-22
33571,333571,2014-05-21
33572,333572,2014-05-20
33573,333573,2014-05-19
33574,333574,2014-05-18
33575,333575,2014-05-17
33576,333576,2014-05-16
33577,333577,2014-05-15
33578,333578,2014-05-14
33579,333579,2014-05-13
33580,333580,2014-05-12
33581,333581,2014-05-11
33582,333582,2014-05-10
33583,333583,2014-05-09
33584,333584,2014-05-08
33585,333585,2014-05-07
33586,333586,2014-05-06
33587,333587,2014-05-05
33588,333588,2014-05-04
33589,333589,2014-05-03
33590,333590,2014-05-02
33591,333591,2014-05-01
33592,333592,2014-04-30
33593,333593,2014-04-29
33594,333594,2014-04-28
33595,333595,2014-04-27
33596,333596,2014-04-26
33597,333597,2014-04-25
33598,333598,2014-04-24
33599,333599,2014-04-23
33600,333600,2014-04-22
33601,333601,2014-04-21
33602,333602,2014-04-20
33603,333603,2014-04-19
33604,333604,2014-04-18
33605,333605,2014-04-17
33606,333606,2014-04-16
33607,333607,2014-04-15
33608,333608,2014-04-14
33609,333609,2014-04-13
33610,333610,2014-04-12
33611,333611,2014-04-11
33612,333612,2014-04-10
33613,333613,2014-04-09
33614,333614,2014-04-08
33615,333615,2014-04-07
33616,333616,2014-04-06
33617,333617,2014-04-05
33618,333618,2014-04-04
33619,333619,2014-04-03
33620,333620,2014-04-02
33621,333621,2014-04-01
33622,333622,2014-03-31
33623,333623,2014-03-30
33624,333624,2014-03-29
33625,333625,2014-03-28
33626,333626,2014-03-27
33627,333627,2014-03-26
33628,333628,2014-03-25
33629,333629,2014-03-24
33630,333630,2014-03-23
33631,333631,2014-03-22
33632,333632,2014-03-21
33633,333633,2014-03-20
33634,333634,2014-03-19
33635,333635,2014-03-18
33636,333636,2014-03-17
33637,333637,2014-03-16
33638,333638,2014-03-15
33639,333639,2014-03-14
33640,333640,2014-03-13
33641,333641,2014-03-12
33642,333642,2014-03-11
33643,333643,2014-03-10
33644,333644,2014-03-09
33645,333645,2014-03-08
33646,333646,2014-03-07
33647,333647,2014-03-06
33648,333648,2014-03-05
33649,333649,2014-03-04
33650,333650,2014-03-03
33651,333651,2014-03-02
33652,333652,2014-03-01
33653,333653,2014-02-28
33654,333654,2014-02-27
33655,333655,2014-02-26
33656,333656,2014-02-25
33657,333657,2014-02-24
33658,333658,2014-02-23
33659,333659,2014-02-22
33660,333660,2014-02-21
33661,333661,2014-02-20
33662,333662,2014-02-19
33663,333663,2014-02-18
33664,333664,2014-02-17
33665,333665,2014-02-16
33666,333666,2014-02-15
33667,333667,2014-02-14
33668,333668,2014-02-13
33669,333669,2014-02-12
33670,333670,2014-02-11
33671,333671,2014-02-10
33672,333672,2014-02-09
33673,333673,2014-02-08
33674,333674,2014-02-07
33675,333675,2014-02-06
33676,333676,2014-02-05
33677,333677,2014-02-04
33678,333678,2014-02-03
33679,333679,2014-02-02
33680,333680,2014-02-01
33681,333681,2014-01-31
33682,333682,2014-01-30
33683,333683,2014-01-29
33684,333684,2014-01-28
33685,333685,2014-01-27
33686,333686,2014-01-26
33687,333687,2014-01-25
33688,333688,2014-01-24
33689,333689,2014-01-23
33690,333690,2014-01-22
33691,333691,2014-01-21
33692,333692,2014-01-20
33693,333693,2014-01-19
33694,333694,2014-01-18
33695,333695,2014-01-17
33696,333696,2014-01-16
33697,333697,2014-01-15
33698,333698,2014-01-14
33699,333699,2014-01-13
33700,333700,2014-01-12
33701,333701,2014-01-11
33702,333702,2014-01-10
33703,333703,2014-01-09
33704,333704,2014-01-08
33705,333705,2014-01-07
33706,333706,2014-01-06
33707,333707,2014-01-05
33708,333708,2014-01-04
33709,333709,2014-01-03
33710,333710,2014-01-02
33711,333711,2014-01-01
33712,333712,2013-12-31
33713,333713,2013-12-30
33714,333714,2013-12-29
33715,333715,2013-12-28
33716,333716,2013-12-27
33717,333717,2013-12-26
33718,333718,2013-12-25
33719,333719,2013-12-24
33720,333720,2013-12-23
33721,333721,2013-12-22
33722,333722,2013-12-21
33723,333723,2013-12-20
33724,333724,2013-12-19
33725,333725,2013-12-18
33726,333726,2013-12-17
33727,333727,2013-12-16
33728,333728,2013-12-15
33729,333729,2013-12-14
33730,333730,2013-12-13
33731,333731,2013-12-12
33732,333732,2013-12-11
33733,333733,2013-12-10
33734,333734,2013-12-09
33735,333735,2013-12-08
33736,333736,2013-12-07
33737,333737,2013-12-06
33738,333738,2013-12-05
33739,333739,2013-12-04
33740,333740,2013-12-03
33741,333741,2013-12-02
33742,333742,2013-12-01
33743,333743,2013-11-30
33744,333744,2013-11-29
33745,333745,2013-11-28
33746,333746,2013-11-27
33747,333747,2013-11-26
33748,333748,2013-11-25
33749,333749,2013-11-24
33750,333750,2013-11-23
33751,333751,2013-11-22
33752,333752,2013-11-21
33753,333753,2013-11-20
33754,333754,2013-11-19
33755,333755,2013-11-18
33756,333756,2013-11-17
33757,333757,2013-11-16
33758,333758,2013-11-15
33759,333759,2013-11-14
33760,333760,2013-11-13
33761,333761,2013-11-12
33762,333762,2013-11-11
33763,333763,2013-11-10
33764,333764,2013-11-09
33765,333765,2013-11-08
33766,333766,2013-11-07
33767,333767,2013-11-06
33768,333768,2013-11-05
33769,333769,2013-11-04
33770,333770,2013-11-03
33771,333771,2013-11-02
33772,333772,2013-11-01
33773,333773,2013-10-31
33774,333774,2013-10-30
33775,333775,2013-10-29
33776,333776,2013-10-28
33777,333777,2013-10-27
33778,333778,2013-10-26
33779,333779,2013-10-25
33780,333780,2013-10-24
33781,333781,2013-10-23
33782,333782,2013-10-22
33783,333783,2013-10-21
33784,333784,2013-10-20
33785,333785,2013-10-19
33786,333786,2013-10-18
33787,333787,2013-10-17
33788,333788,2013-10-16
33789,333789,2013-10-15
33790,333790,2013-10-14
33791,333791,2013-10-13
33792,333792,2013-10-12
33793,333793,2013-10-11
33794,333794,2013-10-10
33795,333795,2013-10-09
33796,333796,2013-10-08
33797,333797,2013-10-07
33798,333798,2013-10-06
33799,333799,2013-10-05
33800,333800,2013-10-04
33801,333801,2013-10-03
33802,333802,2013-10-02
33803,333803,2013-10-01
33804,333804,2013-09-30
33805,333805,2013-09-29
33806,333806,2013-09-28
33807,333807,2013-09-27
33808,333808,2013-09-26
33809,333809,2013-09-25
33810,333810,2013-09-24
33811,333811,2013-09-23
33812,333812,2013-09-22
33813,333813,2013-09-21
33814,333814,2013-09-20
33815,333815,2013-09-19
33816,333816,2013-09-18
33817,333817,2013-09-17
33818,333818,2013-09-16
33819,333819,2013-09-15
33820,333820,2013-09-14
33821,333821,2013-09-13
33822,333822,2013-09-12
33823,333823,2013-09-11
33824,333824,2013-09-10
33825,333825,2013-09-09
33826,333826,2013-09-08
33827,333827,2013-09-07
33828,333828,2013-09-06
33829,333829,2013-09-05
33830,333830,2013-09-04
33831,333831,2013-09-03
33832,333832,2013-09-02
33833,333833,2013-09-01
33834,333834,2013-08-31
33835,333835,2013-08-30
33836,333836,2013-08-29
33837,333837,2013-08-28
33838,333838,2013-08-27
33839,333839,2013-08-26
33840,333840,2013-08-25
33841,333841,2013-08-24
33842,333842,2013-08-23
33843,333843,2013-08-22
33844,333844,2013-08-21
33845,333845,2013-08-20
33846,333846,2013-08-19
33847,333847,2013-08-18
33848,333848,2013-08-17
33849,333849,2013-08-16
33850,333850,2013-08-15
33851,333851,2013-08-14
33852,333852,2013-08-13
33853,333853,2013-08-12
33854,333854,2013-08-11
33855,333855,2013-08-10
33856,333856,2013-08-09
33857,333857,2013-08-08
33858,333858,2013-08-07
33859,333859,2013-08-06
33860,333860,2013-08-05
33861,333861,2013-08-04
33862,333862,2013-08-03
33863,333863,2013-08-02
33864,333864,2013-08-01
33865,333865,2013-07-31
33866,333866,2013-07-30
33867,333867,2013-07-29
33868,333868,2013-07-28
33869,333869,2013-07-27
33870,333870,2013-07-26
33871,333871,2013-07-25
33872,333872,2013-07-24
33873,333873,2013-07-23
33874,333874,2013-07-22
33875,333875,2013-07-21
33876,333876,2013-07-20
33877,333877,2013-07-19
33878,333878,2013-07-18
33879,333879,2013-07-17
33880,333880,2013-07-16
33881,333881,2013-07-15
33882,333882,2013-07-14
33883,333883,2013-07-13
33884,333884,2013-07-12
33885,333885,2013-07-11
33886,333886,2013-07-10
33887,333887,2013-07-09
33888,333888,2013-07-08
33889,333889,2013-07-07
33890,333890,2013-07-06
33891,333891,2013-07-05
33892,333892,2013-07-04
33893,333893,2013-07-03
33894,333894,2013-07-02
33895,333895,2013-07-01
33896,333896,2013-06-30
33897,333897,2013-06-29
33898,333898,2013-06-28
33899,333899,2013-06-27
33900,333900,2013-06-26
33901,333901,2013-06-25
33902,333902,2013-06-24
33903,333903,2013-06-23
33904,333904,2013-06-22
33905,333905,2013-06-21
33906,333906,2013-06-20
33907,333907,2013-06-19
33908,333908,2013-06-18
33909,333909,2013-06-17
33910,333910,2013-06-16
33911,333911,2013-06-15
33912,333912,2013-06-14
33913,333913,2013-06-13
33914,333914,2013-06-12
33915,333915,2013-06-11
33916,333916,2013-06-10
33917,333917,2013-06-09
33918,333918,2013-06-08
33919,333919,2013-06-07
33920,333920,2013-06-06
33921,333921,2013-06-05
33922,333922,2013-06-04
33923,333923,2013-06-03
33924,333924,2013-06-02
33925,333925,2013-06-01
33926,333926,2013-05-31
33927,333927,2013-05-30
33928,333928,2013-05-29
33929,333929,2013-05-28
33930,333930,2013-05-27
33931,333931,2013-05-26
33932,333932,2013-05-25
33933,333933,2013-05-24
33934,333934,2013-05-23
33935,333935,2013-05-22
33936,333936,2013-05-21
33937,333937,2013-05-20
33938,333938,2013-05-19
33939,333939,2013-05-18
33940,333940,2013-05-17
33941,333941,2013-05-16
33942,333942,2013-05-15
33943,333943,2013-05-14
33944,333944,2013-05-13
33945,333945,2013-05-12
33946,333946,2013-05-11
33947,333947,2013-05-10
33948,333948,2013-05-09
33949,333949,2013-05-08
33950,333950,2013-05-07
33951,333951,2013-05-06
33952,333952,2013-05-05
33953,333953,2013-05-04
33954,333954,2013-05-03
33955,333955,2013-05-02
33956,333956,2013-05-01
33957,333957,2013-04-30
33958,333958,2013-04-29
33959,333959,2013-04-28
33960,333960,2013-04-27
33961,333961,2013-04-26
33962,333962,2013-04-25
33963,333963,2013-04-24
33964,333964,2013-04-23
33965,333965,2013-04-22
33966,333966,2013-04-21
33967,333967,2013-04-20
33968,333968,2013-04-19
33969,333969,2013-04-18
33970,333970,2013-04-17
33971,333971,2013-04-16
33972,333972,2013-04-15
33973,333973,2013-04-14
33974,333974,2013-04-13
33975,333975,2013-04-12
33976,333976,2013-04-11
33977,333977,2013-04-10
33978,333978,2013-04-09
33979,333979,2013-04-08
33980,333980,2013-04-07
33981,333981,2013-04-06
33982,333982,2013-04-05
33983,333983,2013-04-04
33984,333984,2013-04-03
33985,333985,2013-04-02
33986,333986,2013-04-01
33987,333987,2013-03-31
33988,333988,2013-03-30
33989,333989,2013-03-29
33990,333990,2013-03-28
33991,333991,2013-03-27
33992,333992,2013-03-26
33993,333993,2013-03-25
33994,333994,2013-03-24
33995,333995,2013-03-23
33996,333996,2013-03-22
33997,333997,2013-03-21
33998,333998,2013-03-20
33999,333999,2013-03-19
34000,334000,2013-03-18
34001,334001,2013-03-17
34002,334002,2013-03-16
34003,334003,2013-03-15
34004,334004,2013-03-14
34005,334005,2013-03-13
34006,334006,2013-03-12
34007,334007,2013-03-11
